lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 5.1640890200000005 0.09730826868338975 10.0 rrtconnect-default-sc10.00
0.1 5.516790850068913 0.11725895746339701 4.0 rrtconnect-default-sc04.00
0.2 5.678060400137827 0.12445824992255883 4.0 rrtconnect-default-sc04.00
0.3 5.774046548206743 0.17777449051014427 2.5 rrtconnect-default-sc02.50
0.4 5.730356584275657 0.18393836090699614 2.5 rrtconnect-default-sc02.50
0.5 5.68447409034457 0.25310101858685685 1.6 rrtconnect-default-sc01.60
0.6 5.461222632413486 0.2533985794947183 1.6 rrtconnect-default-sc01.60
0.7 5.231980600482398 0.28692939159339803 1.0 rrtconnect-default-sc01.00
0.8 4.69750982855131 0.2950187911932304 0.0 rrtconnect-default-sc00.00
0.9 3.832863314620226 0.2897949952959875 0.0 rrtconnect-default-sc00.00
1.0 2.96821680068914 0.29272104683160993 0.0 rrtconnect-default-sc00.00
