lambda-u utility-finmean utility-stderrfinmean
0.0 9.068878771000401 0.6513476464871134
0.1 9.67487455087892 0.7393946529664648
0.2 10.280870330757445 0.8720349142138812
0.3 10.88686611063596 1.0322185199375846
0.4 11.49286189051448 1.2090471441253978
0.5 12.098857670392999 1.3962108232838393
0.6 12.704853450271523 1.5900641722627444
0.7 13.310849230150042 1.788433175518111
0.8 13.91684501002856 1.9899678683826771
0.9 14.522840789907079 2.1937959690041167
1.0 15.128836569785603 2.3993330599488356
