lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 6.3052698121426 0.1868235436754412 10.0 bitstar-default-sc10.00
0.1 7.355136582907637 0.22323501933980816 6.3 bitstar-default-sc06.30
0.2 7.737141655447878 0.26236441053092974 1.6 bitstar-default-sc01.60
0.3 7.439374188667932 0.2872798833077464 0.0 bitstar-default-sc00.00
0.4 7.154039249493914 0.3224659591868436 0.0 bitstar-default-sc00.00
0.5 6.868704310319889 0.3644777781447748 0.0 bitstar-default-sc00.00
0.6 6.583369371145869 0.41122864580971746 0.0 bitstar-default-sc00.00
0.7 6.298034431971847 0.4612798932900915 0.0 bitstar-default-sc00.00
0.8 6.012699492797824 0.513667668068591 0.0 bitstar-default-sc00.00
0.9 5.727364553623803 0.5677455406521588 0.0 bitstar-default-sc00.00
1.0 5.44202961444978 0.623073604871753 0.0 bitstar-default-sc00.00
