lambda-u utility-finmean utility-stderrfinmean
0.0 6.781616754287001 0.1378076480051112
0.1 7.043293764370543 0.24519561044652807
0.2 7.304970774454075 0.35731035198813665
0.3 7.5666477845376185 0.47078694609730026
0.4 7.828324794621158 0.5848331987117816
0.5 8.090001804704698 0.6991704032189735
0.6 8.35167881478824 0.8136759157560246
0.7 8.613355824871784 0.9282874553431838
0.8 8.875032834955324 1.0429700687631158
0.9 9.136709845038858 1.1577026343781245
1.0 9.398386855122402 1.2724716404220782
