lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 9.629735788565304 0.43022598839282933 10.0 bitstar-default-sc10.00
0.1 19.654373873000676 1.7631579745808639 4.0 bitstar-default-sc04.00
0.2 29.276510874042486 3.4076185375172265 0.0 bitstar-default-sc00.00
0.3 38.69139076928067 5.0001429593089926 0.0 bitstar-default-sc00.00
0.4 48.10627066451887 6.596318176898664 0.0 bitstar-default-sc00.00
0.5 57.52115055975706 8.194010967121066 0.0 bitstar-default-sc00.00
0.6 66.93603045499523 9.79247855901544 0.0 bitstar-default-sc00.00
0.7 76.35091035023342 11.391394791214728 0.0 bitstar-default-sc00.00
0.8 85.76579024547159 12.990594005314433 0.0 bitstar-default-sc00.00
0.9 95.18067014070976 14.58998314918727 0.0 bitstar-default-sc00.00
1.0 104.59555003594798 16.18950593246397 0.0 bitstar-default-sc00.00
