lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 3.4611515968991995 0.06770104702970302 10.0 bitstar-default-sc10.00
0.1 4.177430129807518 0.06889306008919037 6.3 bitstar-default-sc06.30
0.2 4.069498462602757 0.03192468028823554 1.6 bitstar-default-sc01.60
0.3 3.4537333989307744 0.009943330449951807 0.0 bitstar-default-sc00.00
0.4 3.078604735661033 0.013257773933269079 0.0 bitstar-default-sc00.00
0.5 2.703476072391289 0.016572217416586345 0.0 bitstar-default-sc00.00
0.6 2.3283474091215477 0.01988666089990361 0.0 bitstar-default-sc00.00
0.7 1.953218745851806 0.023201104383220882 0.0 bitstar-default-sc00.00
0.8 1.5780900825820638 0.026515547866538154 0.0 bitstar-default-sc00.00
0.9 1.2029614193123224 0.02982999134985542 0.0 bitstar-default-sc00.00
1.0 0.82783275604258 0.033144434833172684 0.0 bitstar-default-sc00.00
