lambda-u utility-finmean-conloop
0.0 10.345520158115143
0.1 10.471354451852466
0.2 10.639528865563811
0.3 10.839945948145354
0.4 11.064015181673591
0.5 11.305246719261834
0.6 11.558992892943392
0.7 11.8219839436419
0.8 12.091917108387381
0.9 12.367153642392772
1.0 12.646510100247548
1.0 6.199900746458857
0.9 6.408391873843065
0.8 6.612763077377895
0.7 6.811830911652819
0.6 7.003956631880767
0.5 7.186837475091767
0.4 7.3572036822094455
0.3 7.510407585267123
0.2 7.639959337378113
0.1 7.737268420618893
0.0 7.792237383885659
