lambda-u utility-finmean utility-stderrfinmean
0.0 6.204963733809201 0.24137359128318034
0.1 6.694147703579423 0.27477919099202724
0.2 7.183331673349649 0.3185544236656224
0.3 7.672515643119873 0.36902731832894337
0.4 8.161699612890095 0.42381166372644397
0.5 8.650883582660319 0.4814378617739906
0.6 9.140067552430544 0.5409985461993947
0.7 9.62925152220077 0.6019197313858515
0.8 10.11843549197099 0.6638269525070394
0.9 10.607619461741216 0.7264681730945696
1.0 11.096803431511441 0.7896687368544804
