lambda-u utility-finmean utility-stderrfinmean
0.0 4.8120250915869995 0.2881390752796957
0.1 5.743509228412935 0.32929903069418925
0.2 6.674993365238871 0.40873638388849215
0.3 7.6064775020648 0.5088289166285291
0.4 8.537961638890739 0.6196467996088564
0.5 9.469445775716668 0.7363635658549705
0.6 10.400929912542603 0.8565712468655542
0.7 11.33241404936854 0.978984757685219
0.8 12.263898186194469 1.1028698316610976
0.9 13.195382323020404 1.227781100351924
1.0 14.12686645984634 1.3534344646711192
