lambda-u utility-finmean utility-stderrfinmean
0.0 11.597970599999996 0.5333550602755721
0.1 10.744995220068914 0.49288796517095124
0.2 9.892019840137824 0.4541153787924369
0.3 9.039044460206743 0.41750965672409535
0.4 8.186069080275656 0.3836914838989543
0.5 7.33309370034457 0.3534618810167894
0.6 6.480118320413484 0.3278151201575491
0.7 5.627142940482396 0.3078985382110896
0.8 4.774167560551311 0.294875519190351
0.9 3.921192180620226 0.28967730142292525
1.0 3.0682168006891404 0.2927210468316099
