problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin1nom lemur-ode-wrc-0.01,0.99,0 50 6.074628737993603 50 6.7925432014473985
herbbin1nom lemur-ode-wrc-0.10,0.90,0 50 5.311118176097802 50 6.6887662601464015
herbbin1nom lemur-ode-wrc-0.20,0.80,0 50 5.059680240308401 50 7.072601642607798
herbbin1nom lemur-ode-wrc-0.30,0.70,0 50 4.937940711301601 50 7.3529298067106
herbbin1nom lemur-ode-wrc-0.40,0.60,0 50 4.868905798460401 50 7.8290361738202
herbbin1nom lemur-ode-wrc-0.50,0.50,0 50 4.845256435396601 50 8.052811579705399
herbbin1nom lemur-ode-wrc-0.60,0.40,0 50 4.824555346674001 50 8.582053780556999
herbbin1nom lemur-ode-wrc-0.70,0.30,0 50 4.8197769578164005 50 8.955581951136406
herbbin1nom lemur-ode-wrc-0.80,0.20,0 50 4.8115242898744 50 9.042233972555602
herbbin1nom lemur-ode-wrc-0.90,0.10,0 50 4.8071660897148005 50 9.407177100179197
herbbin1nom lemur-ode-wrc-1.00,0.00,0 50 4.8068762365444 50 9.365488872528001
