problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin2nom lemur-fcl-wrc-0.01,0.99,0 50 10.770192439275997 50 6.834242291451798
herbbin2nom lemur-fcl-wrc-0.10,0.90,0 50 9.916241362029199 50 7.372284712795203
herbbin2nom lemur-fcl-wrc-0.20,0.80,0 50 9.226960757470199 50 7.389039068223801
herbbin2nom lemur-fcl-wrc-0.30,0.70,0 50 8.9303190418678 50 8.600809903142201
herbbin2nom lemur-fcl-wrc-0.40,0.60,0 50 8.8164381521672 50 9.069464054105799
herbbin2nom lemur-fcl-wrc-0.50,0.50,0 50 8.7691025325038 50 9.344486794470999
herbbin2nom lemur-fcl-wrc-0.60,0.40,0 50 8.7413779231336 50 10.1568787908516
herbbin2nom lemur-fcl-wrc-0.70,0.30,0 50 8.7319424056916 50 10.11075920105
herbbin2nom lemur-fcl-wrc-0.80,0.20,0 50 8.728823958555001 50 10.744329805373404
herbbin2nom lemur-fcl-wrc-0.90,0.10,0 50 8.7199847729392 50 11.2917573976446
herbbin2nom lemur-fcl-wrc-1.00,0.00,0 50 8.717898694657201 50 11.557427120216003
