problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin1nom lemur-ode-nrc-0.01,0.99,0 50 6.074628737993603 50 9.188632240296798
herbbin1nom lemur-ode-nrc-0.10,0.90,0 50 5.311118176097802 50 8.778191380498601
herbbin1nom lemur-ode-nrc-0.20,0.80,0 50 5.059680240308401 50 8.967684941292198
herbbin1nom lemur-ode-nrc-0.30,0.70,0 50 4.937940711301601 50 9.336985988616803
herbbin1nom lemur-ode-nrc-0.40,0.60,0 50 4.868905798460401 50 9.5736889696152
herbbin1nom lemur-ode-nrc-0.50,0.50,0 50 4.845256435396601 50 9.788433518408002
herbbin1nom lemur-ode-nrc-0.60,0.40,0 50 4.824555346674001 50 10.2022592973698
herbbin1nom lemur-ode-nrc-0.70,0.30,0 50 4.8197769578164005 50 10.226689186095799
herbbin1nom lemur-ode-nrc-0.80,0.20,0 50 4.8115242898744 50 10.299452071185602
herbbin1nom lemur-ode-nrc-0.90,0.10,0 50 4.8071660897148005 50 10.6302217578876
herbbin1nom lemur-ode-nrc-1.00,0.00,0 50 4.8068762365444 50 10.716345410341999
