problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin2 family-fcl-wrc-0.01,0.99,0 50 6.881090313856399 50 13.8074048280716
herbbin2 family-fcl-wrc-0.10,0.90,0 50 6.881090313856399 50 13.737159795764398
herbbin2 family-fcl-wrc-0.20,0.80,0 50 6.881090313856399 50 14.016954932214805
herbbin2 family-fcl-wrc-0.30,0.70,0 50 6.881090313856399 50 14.032023243908007
herbbin2 family-fcl-wrc-0.40,0.60,0 50 6.881090313856399 50 13.9136900520302
herbbin2 family-fcl-wrc-0.50,0.50,0 50 6.881090313856399 50 13.719291539184796
herbbin2 family-fcl-wrc-0.60,0.40,0 50 6.881090313856399 50 13.795814080232798
herbbin2 family-fcl-wrc-0.70,0.30,0 50 6.881090313856399 50 13.910186576844001
herbbin2 family-fcl-wrc-0.80,0.20,0 50 6.881090313856399 50 13.809870944025597
herbbin2 family-fcl-wrc-0.90,0.10,0 50 6.881090313856399 50 13.660638446808399
herbbin2 family-fcl-wrc-1.00,0.00,0 50 5.1659529993642 50 19.3599462461452
