problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin0 family-ode-nrc-0.01,0.99,0 50 9.4658377543508 50 5.937296738624398
herbbin0 family-ode-nrc-0.10,0.90,0 50 9.4658377543508 50 6.062062001228201
herbbin0 family-ode-nrc-0.20,0.80,0 50 9.4658377543508 50 6.008555021286201
herbbin0 family-ode-nrc-0.30,0.70,0 50 9.4658377543508 50 6.131012125015201
herbbin0 family-ode-nrc-0.40,0.60,0 50 9.4658377543508 50 5.8382243156432
herbbin0 family-ode-nrc-0.50,0.50,0 50 9.4658377543508 50 6.108159317970001
herbbin0 family-ode-nrc-0.60,0.40,0 50 9.4658377543508 50 6.122062382697402
herbbin0 family-ode-nrc-0.70,0.30,0 50 9.4658377543508 50 5.899440193176599
herbbin0 family-ode-nrc-0.80,0.20,0 50 9.4658377543508 50 5.942211146353998
herbbin0 family-ode-nrc-0.90,0.10,0 50 9.4658377543508 50 5.969636530876
herbbin0 family-ode-nrc-1.00,0.00,0 50 6.163987579377999 50 6.594537043572197
