problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin0 lemur-ode-wrc-0.01,0.99,0 50 8.816516022590799 50 11.4727443218216
herbbin0 lemur-ode-wrc-0.10,0.90,0 50 6.9225859736311985 50 13.3812068033182
herbbin0 lemur-ode-wrc-0.20,0.80,0 50 6.5214016996298 50 14.436780200002596
herbbin0 lemur-ode-wrc-0.30,0.70,0 50 6.283756056085798 50 15.2151997375482
herbbin0 lemur-ode-wrc-0.40,0.60,0 50 6.2315442527873985 50 17.2994583225252
herbbin0 lemur-ode-wrc-0.50,0.50,0 50 6.1867248112077995 50 17.714585189817598
herbbin0 lemur-ode-wrc-0.60,0.40,0 50 6.182617308084799 50 18.026757903096396
herbbin0 lemur-ode-wrc-0.70,0.30,0 50 6.174574801273199 50 18.9258004617734
herbbin0 lemur-ode-wrc-0.80,0.20,0 50 6.169772388541999 50 18.7797256517414
herbbin0 lemur-ode-wrc-0.90,0.10,0 50 6.165852995538598 50 18.760506310463796
herbbin0 lemur-ode-wrc-1.00,0.00,0 50 6.163987579377999 50 19.097621273993596
