problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin0 family-fcl-nrc-0.01,0.99,0 50 9.4658377543508 50 6.132344727515798
herbbin0 family-fcl-nrc-0.10,0.90,0 50 9.4658377543508 50 6.171439280510599
herbbin0 family-fcl-nrc-0.20,0.80,0 50 9.4658377543508 50 6.145345864296201
herbbin0 family-fcl-nrc-0.30,0.70,0 50 9.4658377543508 50 5.968849210739798
herbbin0 family-fcl-nrc-0.40,0.60,0 50 9.4658377543508 50 6.250117564201398
herbbin0 family-fcl-nrc-0.50,0.50,0 50 9.4658377543508 50 6.1415774631504005
herbbin0 family-fcl-nrc-0.60,0.40,0 50 9.4658377543508 50 6.142996115684801
herbbin0 family-fcl-nrc-0.70,0.30,0 50 9.4658377543508 50 6.033858165741001
herbbin0 family-fcl-nrc-0.80,0.20,0 50 9.4658377543508 50 6.1409543895726
herbbin0 family-fcl-nrc-0.90,0.10,0 50 9.4658377543508 50 6.085776677131399
herbbin0 family-fcl-nrc-1.00,0.00,0 50 6.163987579377999 50 6.8185610580452
