problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin0 lemur-ode-nrc-0.01,0.99,0 50 8.816516022590799 50 11.8500102615332
herbbin0 lemur-ode-nrc-0.10,0.90,0 50 6.9225859736311985 50 13.072491407395804
herbbin0 lemur-ode-nrc-0.20,0.80,0 50 6.5214016996298 50 13.393155055043197
herbbin0 lemur-ode-nrc-0.30,0.70,0 50 6.283756056085798 50 13.750807499893199
herbbin0 lemur-ode-nrc-0.40,0.60,0 50 6.2315442527873985 50 14.982341756819398
herbbin0 lemur-ode-nrc-0.50,0.50,0 50 6.1867248112077995 50 15.275581946371599
herbbin0 lemur-ode-nrc-0.60,0.40,0 50 6.182617308084799 50 15.656863150591803
herbbin0 lemur-ode-nrc-0.70,0.30,0 50 6.174574801273199 50 16.212871713643004
herbbin0 lemur-ode-nrc-0.80,0.20,0 50 6.169772388541999 50 16.1242252540648
herbbin0 lemur-ode-nrc-0.90,0.10,0 50 6.165852995538598 50 16.092709097856204
herbbin0 lemur-ode-nrc-1.00,0.00,0 50 6.163987579377999 50 16.33695491314
