problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin1nom lemur-fcl-nrc-0.01,0.99,0 50 6.074628737993603 50 8.979105567933404
herbbin1nom lemur-fcl-nrc-0.10,0.90,0 50 5.311118176097802 50 8.8609614801442
herbbin1nom lemur-fcl-nrc-0.20,0.80,0 50 5.059680240308401 50 9.167250900269
herbbin1nom lemur-fcl-nrc-0.30,0.70,0 50 4.937940711301601 50 9.3182662582344
herbbin1nom lemur-fcl-nrc-0.40,0.60,0 50 4.868905798460401 50 9.771457376481997
herbbin1nom lemur-fcl-nrc-0.50,0.50,0 50 4.845256435396601 50 9.654250869754401
herbbin1nom lemur-fcl-nrc-0.60,0.40,0 50 4.824555346674001 50 10.072052316666
herbbin1nom lemur-fcl-nrc-0.70,0.30,0 50 4.8197769578164005 50 10.536445603369403
herbbin1nom lemur-fcl-nrc-0.80,0.20,0 50 4.8115242898744 50 10.420233836170999
herbbin1nom lemur-fcl-nrc-0.90,0.10,0 50 4.8071660897148005 50 10.904100728034
herbbin1nom lemur-fcl-nrc-1.00,0.00,0 50 4.8068762365444 50 10.625708441735403
