problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin2 familysc-ode-nrc-0.01,0.99,0 50 7.222384389357601 50 5.621931996344798
herbbin2 familysc-ode-nrc-0.10,0.90,0 50 7.222384389357601 50 5.677765002251
herbbin2 familysc-ode-nrc-0.20,0.80,0 50 7.222384389357601 50 5.836441354750599
herbbin2 familysc-ode-nrc-0.30,0.70,0 50 7.222384389357601 50 5.722602553367398
herbbin2 familysc-ode-nrc-0.40,0.60,0 50 7.222384389357601 50 5.738973622322401
herbbin2 familysc-ode-nrc-0.50,0.50,0 50 7.222384389357601 50 5.637872133254198
herbbin2 familysc-ode-nrc-0.60,0.40,0 50 7.222384389357601 50 5.759982190132
herbbin2 familysc-ode-nrc-0.70,0.30,0 50 7.222384389357601 50 5.5851022768022
herbbin2 familysc-ode-nrc-0.80,0.20,0 50 7.222384389357601 50 5.746659126282399
herbbin2 familysc-ode-nrc-0.90,0.10,0 50 7.178561074545601 50 5.6473305368424
herbbin2 familysc-ode-nrc-1.00,0.00,0 50 5.1659529993642 50 5.734336061478
