problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin1 lemur-fcl-nrc-0.01,0.99,0 50 5.654270782121402 50 9.232060785293198
herbbin1 lemur-fcl-nrc-0.10,0.90,0 50 4.874166234878401 50 9.9538397788988
herbbin1 lemur-fcl-nrc-0.20,0.80,0 50 4.5269716463470004 50 9.734380145075399
herbbin1 lemur-fcl-nrc-0.30,0.70,0 50 4.394462922405 50 10.721496801377198
herbbin1 lemur-fcl-nrc-0.40,0.60,0 50 4.3825050382766 50 11.181180014610602
herbbin1 lemur-fcl-nrc-0.50,0.50,0 50 4.369148777701801 50 11.454355950360002
herbbin1 lemur-fcl-nrc-0.60,0.40,0 50 4.3596235012980005 50 11.624043488505402
herbbin1 lemur-fcl-nrc-0.70,0.30,0 50 4.3512948242776 50 11.967929539681798
herbbin1 lemur-fcl-nrc-0.80,0.20,0 50 4.3512948242776 50 12.0290810871072
herbbin1 lemur-fcl-nrc-0.90,0.10,0 50 4.35014117783 50 12.020977935791198
herbbin1 lemur-fcl-nrc-1.00,0.00,0 50 4.35014117783 50 12.155760049823998
