problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin0 familysc-fcl-wrc-0.01,0.99,0 50 9.234235720593599 50 23.451229453095397
herbbin0 familysc-fcl-wrc-0.10,0.90,0 50 9.234235720593599 50 23.4645641994458
herbbin0 familysc-fcl-wrc-0.20,0.80,0 50 9.234235720593599 50 23.400766487117806
herbbin0 familysc-fcl-wrc-0.30,0.70,0 50 9.234235720593599 50 23.446589746469794
herbbin0 familysc-fcl-wrc-0.40,0.60,0 50 9.234235720593599 50 23.400941538809196
herbbin0 familysc-fcl-wrc-0.50,0.50,0 50 9.234235720593599 50 23.265477256773796
herbbin0 familysc-fcl-wrc-0.60,0.40,0 50 9.234235720593599 50 23.475453033441994
herbbin0 familysc-fcl-wrc-0.70,0.30,0 50 9.234235720593599 50 23.465906653406204
herbbin0 familysc-fcl-wrc-0.80,0.20,0 50 9.234235720593599 50 23.376825222973807
herbbin0 familysc-fcl-wrc-0.90,0.10,0 50 9.192674498519398 50 23.61414156436561
herbbin0 familysc-fcl-wrc-1.00,0.00,0 50 6.163987579377999 50 37.430131368632004
