problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin1 lemur-ode-wrc-0.01,0.99,0 50 5.654270782121402 50 6.867650408745401
herbbin1 lemur-ode-wrc-0.10,0.90,0 50 4.874166234878401 50 8.107049355506598
herbbin1 lemur-ode-wrc-0.20,0.80,0 50 4.5269716463470004 50 8.1110693025598
herbbin1 lemur-ode-wrc-0.30,0.70,0 50 4.394462922405 50 9.335363039968
herbbin1 lemur-ode-wrc-0.40,0.60,0 50 4.3825050382766 50 10.358576631548202
herbbin1 lemur-ode-wrc-0.50,0.50,0 50 4.369148777701801 50 10.720072202682202
herbbin1 lemur-ode-wrc-0.60,0.40,0 50 4.3596235012980005 50 11.005837273601996
herbbin1 lemur-ode-wrc-0.70,0.30,0 50 4.3512948242776 50 11.1337911605828
herbbin1 lemur-ode-wrc-0.80,0.20,0 50 4.3512948242776 50 11.3529589986862
herbbin1 lemur-ode-wrc-0.90,0.10,0 50 4.35014117783 50 11.607153925893801
herbbin1 lemur-ode-wrc-1.00,0.00,0 50 4.35014117783 50 11.6840061903
