problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin1 family-fcl-nrc-0.01,0.99,0 50 6.062279614467801 50 5.652532548904201
herbbin1 family-fcl-nrc-0.10,0.90,0 50 6.062279614467801 50 5.630171270370799
herbbin1 family-fcl-nrc-0.20,0.80,0 50 6.062279614467801 50 5.690567603111601
herbbin1 family-fcl-nrc-0.30,0.70,0 50 6.062279614467801 50 5.698069195747402
herbbin1 family-fcl-nrc-0.40,0.60,0 50 6.062279614467801 50 5.7602870178222
herbbin1 family-fcl-nrc-0.50,0.50,0 50 6.062279614467801 50 5.820555181503599
herbbin1 family-fcl-nrc-0.60,0.40,0 50 6.062279614467801 50 5.557904162406601
herbbin1 family-fcl-nrc-0.70,0.30,0 50 6.062279614467801 50 5.706404843330598
herbbin1 family-fcl-nrc-0.80,0.20,0 50 6.062279614467801 50 5.7051177501672
herbbin1 family-fcl-nrc-0.90,0.10,0 50 6.062279614467801 50 5.6728591442109995
herbbin1 family-fcl-nrc-1.00,0.00,0 50 4.35014117783 50 5.925923805237
