problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin2 lemur-ode-nrc-0.01,0.99,0 50 6.390760775380001 50 8.700167436599601
herbbin2 lemur-ode-nrc-0.10,0.90,0 50 5.613827173589 50 9.088255190848798
herbbin2 lemur-ode-nrc-0.20,0.80,0 50 5.319787829011601 50 9.3458830451974
herbbin2 lemur-ode-nrc-0.30,0.70,0 50 5.223234957422601 50 9.350825662611001
herbbin2 lemur-ode-nrc-0.40,0.60,0 50 5.1862259135464 50 9.842166681291198
herbbin2 lemur-ode-nrc-0.50,0.50,0 50 5.176061670247 50 9.445534310339601
herbbin2 lemur-ode-nrc-0.60,0.40,0 50 5.172664100865201 50 9.914902496339398
herbbin2 lemur-ode-nrc-0.70,0.30,0 50 5.169982087700601 50 9.837149391173803
herbbin2 lemur-ode-nrc-0.80,0.20,0 50 5.1699693058296 50 9.9932113742842
herbbin2 lemur-ode-nrc-0.90,0.10,0 50 5.1666391067738004 50 9.978565473558797
herbbin2 lemur-ode-nrc-1.00,0.00,0 50 5.1659529993642 50 9.985276336669802
