problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin0 familysc-ode-nrc-0.01,0.99,0 50 9.234235720593599 50 5.766517076492402
herbbin0 familysc-ode-nrc-0.10,0.90,0 50 9.234235720593599 50 5.845434007644999
herbbin0 familysc-ode-nrc-0.20,0.80,0 50 9.234235720593599 50 5.9848436021808
herbbin0 familysc-ode-nrc-0.30,0.70,0 50 9.234235720593599 50 5.928334994316199
herbbin0 familysc-ode-nrc-0.40,0.60,0 50 9.234235720593599 50 5.982884435653199
herbbin0 familysc-ode-nrc-0.50,0.50,0 50 9.234235720593599 50 5.8913956451426
herbbin0 familysc-ode-nrc-0.60,0.40,0 50 9.234235720593599 50 6.0762277364734
herbbin0 familysc-ode-nrc-0.70,0.30,0 50 9.234235720593599 50 5.844756035804799
herbbin0 familysc-ode-nrc-0.80,0.20,0 50 9.234235720593599 50 5.9101895523066
herbbin0 familysc-ode-nrc-0.90,0.10,0 50 9.192674498519398 50 6.028269686698801
herbbin0 familysc-ode-nrc-1.00,0.00,0 50 6.163987579377999 50 6.426793375014401
