problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin2 family-ode-nrc-0.01,0.99,0 50 6.881090313856399 50 5.7351937103268
herbbin2 family-ode-nrc-0.10,0.90,0 50 6.881090313856399 50 5.790158481598601
herbbin2 family-ode-nrc-0.20,0.80,0 50 6.881090313856399 50 5.6159993982318
herbbin2 family-ode-nrc-0.30,0.70,0 50 6.881090313856399 50 5.672369289398799
herbbin2 family-ode-nrc-0.40,0.60,0 50 6.881090313856399 50 5.811134819984802
herbbin2 family-ode-nrc-0.50,0.50,0 50 6.881090313856399 50 5.777679872512798
herbbin2 family-ode-nrc-0.60,0.40,0 50 6.881090313856399 50 5.746374740600799
herbbin2 family-ode-nrc-0.70,0.30,0 50 6.881090313856399 50 5.7961801290512005
herbbin2 family-ode-nrc-0.80,0.20,0 50 6.881090313856399 50 5.6677131700517975
herbbin2 family-ode-nrc-0.90,0.10,0 50 6.881090313856399 50 5.744810700416402
herbbin2 family-ode-nrc-1.00,0.00,0 50 5.1659529993642 50 5.931389460563602
