problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin0 family-ode-wrc-0.01,0.99,0 50 9.4658377543508 50 23.814870424268
herbbin0 family-ode-wrc-0.10,0.90,0 50 9.4658377543508 50 23.661864771845803
herbbin0 family-ode-wrc-0.20,0.80,0 50 9.4658377543508 50 23.434334311484793
herbbin0 family-ode-wrc-0.30,0.70,0 50 9.4658377543508 50 23.640347576142002
herbbin0 family-ode-wrc-0.40,0.60,0 50 9.4658377543508 50 23.462725191116803
herbbin0 family-ode-wrc-0.50,0.50,0 50 9.4658377543508 50 23.776537833206806
herbbin0 family-ode-wrc-0.60,0.40,0 50 9.4658377543508 50 23.628787856103003
herbbin0 family-ode-wrc-0.70,0.30,0 50 9.4658377543508 50 23.657810831072005
herbbin0 family-ode-wrc-0.80,0.20,0 50 9.4658377543508 50 23.47234481811181
herbbin0 family-ode-wrc-0.90,0.10,0 50 9.4658377543508 50 23.2729930019424
herbbin0 family-ode-wrc-1.00,0.00,0 50 6.163987579377999 50 39.19201043605601
