problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin1 lemur-ode-nrc-0.01,0.99,0 50 5.654270782121402 50 9.0695753002174
herbbin1 lemur-ode-nrc-0.10,0.90,0 50 4.874166234878401 50 9.8726045322372
herbbin1 lemur-ode-nrc-0.20,0.80,0 50 4.5269716463470004 50 9.8514898395568
herbbin1 lemur-ode-nrc-0.30,0.70,0 50 4.394462922405 50 10.692558989526594
herbbin1 lemur-ode-nrc-0.40,0.60,0 50 4.3825050382766 50 11.3958717060092
herbbin1 lemur-ode-nrc-0.50,0.50,0 50 4.369148777701801 50 11.454685134889198
herbbin1 lemur-ode-nrc-0.60,0.40,0 50 4.3596235012980005 50 11.7500041770942
herbbin1 lemur-ode-nrc-0.70,0.30,0 50 4.3512948242776 50 11.8802162122732
herbbin1 lemur-ode-nrc-0.80,0.20,0 50 4.3512948242776 50 12.0115619754736
herbbin1 lemur-ode-nrc-0.90,0.10,0 50 4.35014117783 50 12.1650394153544
herbbin1 lemur-ode-nrc-1.00,0.00,0 50 4.35014117783 50 12.1985779476144
