problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin1 familysc-fcl-nrc-0.01,0.99,0 50 5.937701076860401 50 5.885862169265998
herbbin1 familysc-fcl-nrc-0.10,0.90,0 50 5.937701076860401 50 5.816083822250801
herbbin1 familysc-fcl-nrc-0.20,0.80,0 50 5.937701076860401 50 5.783035254478602
herbbin1 familysc-fcl-nrc-0.30,0.70,0 50 5.937701076860401 50 5.8362058877953995
herbbin1 familysc-fcl-nrc-0.40,0.60,0 50 5.937701076860401 50 5.944838261603999
herbbin1 familysc-fcl-nrc-0.50,0.50,0 50 5.937701076860401 50 5.7642440843582
herbbin1 familysc-fcl-nrc-0.60,0.40,0 50 5.937701076860401 50 5.668939876556401
herbbin1 familysc-fcl-nrc-0.70,0.30,0 50 5.937701076860401 50 5.837207298279
herbbin1 familysc-fcl-nrc-0.80,0.20,0 50 5.937701076860401 50 5.9670171070099975
herbbin1 familysc-fcl-nrc-0.90,0.10,0 50 5.937701076860401 50 5.880643324852
herbbin1 familysc-fcl-nrc-1.00,0.00,0 50 4.35014117783 50 6.170542449951999
