problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin2 familysc-fcl-nrc-0.01,0.99,0 50 7.222384389357601 50 5.694161043167001
herbbin2 familysc-fcl-nrc-0.10,0.90,0 50 7.222384389357601 50 5.691527671814
herbbin2 familysc-fcl-nrc-0.20,0.80,0 50 7.222384389357601 50 5.682138543129599
herbbin2 familysc-fcl-nrc-0.30,0.70,0 50 7.222384389357601 50 5.6234563827508
herbbin2 familysc-fcl-nrc-0.40,0.60,0 50 7.222384389357601 50 5.720049862861202
herbbin2 familysc-fcl-nrc-0.50,0.50,0 50 7.222384389357601 50 5.729275135993999
herbbin2 familysc-fcl-nrc-0.60,0.40,0 50 7.222384389357601 50 5.676722297668
herbbin2 familysc-fcl-nrc-0.70,0.30,0 50 7.222384389357601 50 5.631142196656
herbbin2 familysc-fcl-nrc-0.80,0.20,0 50 7.222384389357601 50 5.7635888051982
herbbin2 familysc-fcl-nrc-0.90,0.10,0 50 7.178561074545601 50 5.509025192261
herbbin2 familysc-fcl-nrc-1.00,0.00,0 50 5.1659529993642 50 5.788834767341999
