problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin0 family-fcl-wrc-0.01,0.99,0 50 9.4658377543508 50 23.648045678144598
herbbin0 family-fcl-wrc-0.10,0.90,0 50 9.4658377543508 50 23.725747799877603
herbbin0 family-fcl-wrc-0.20,0.80,0 50 9.4658377543508 50 23.767671360970994
herbbin0 family-fcl-wrc-0.30,0.70,0 50 9.4658377543508 50 23.591844882962004
herbbin0 family-fcl-wrc-0.40,0.60,0 50 9.4658377543508 50 23.533131890291997
herbbin0 family-fcl-wrc-0.50,0.50,0 50 9.4658377543508 50 23.6156324958826
herbbin0 family-fcl-wrc-0.60,0.40,0 50 9.4658377543508 50 23.574079828263997
herbbin0 family-fcl-wrc-0.70,0.30,0 50 9.4658377543508 50 23.737575125694992
herbbin0 family-fcl-wrc-0.80,0.20,0 50 9.4658377543508 50 23.6686075401224
herbbin0 family-fcl-wrc-0.90,0.10,0 50 9.4658377543508 50 23.561446809763403
herbbin0 family-fcl-wrc-1.00,0.00,0 50 6.163987579377999 50 39.495998597138
