problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin0 familysc-ode-wrc-0.01,0.99,0 50 9.234235720593599 50 23.008119659428203
herbbin0 familysc-ode-wrc-0.10,0.90,0 50 9.234235720593599 50 22.915178141604798
herbbin0 familysc-ode-wrc-0.20,0.80,0 50 9.234235720593599 50 23.038925647739802
herbbin0 familysc-ode-wrc-0.30,0.70,0 50 9.234235720593599 50 23.0801900863634
herbbin0 familysc-ode-wrc-0.40,0.60,0 50 9.234235720593599 50 23.118389286995598
herbbin0 familysc-ode-wrc-0.50,0.50,0 50 9.234235720593599 50 23.0006371021306
herbbin0 familysc-ode-wrc-0.60,0.40,0 50 9.234235720593599 50 22.7401000452044
herbbin0 familysc-ode-wrc-0.70,0.30,0 50 9.234235720593599 50 22.875398039823004
herbbin0 familysc-ode-wrc-0.80,0.20,0 50 9.234235720593599 50 22.940892257694003
herbbin0 familysc-ode-wrc-0.90,0.10,0 50 9.192674498519398 50 22.807061128616603
herbbin0 familysc-ode-wrc-1.00,0.00,0 50 6.163987579377999 50 36.74635859966399
