problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin1 lemur-fcl-wrc-0.01,0.99,0 50 5.654270782121402 50 4.536412210464001
herbbin1 lemur-fcl-wrc-0.10,0.90,0 50 4.874166234878401 50 5.352953057290801
herbbin1 lemur-fcl-wrc-0.20,0.80,0 50 4.5269716463470004 50 5.3551397371298
herbbin1 lemur-fcl-wrc-0.30,0.70,0 50 4.394462922405 50 6.2656173658378
herbbin1 lemur-fcl-wrc-0.40,0.60,0 50 4.3825050382766 50 6.832661771775199
herbbin1 lemur-fcl-wrc-0.50,0.50,0 50 4.369148777701801 50 7.078799057008203
herbbin1 lemur-fcl-wrc-0.60,0.40,0 50 4.3596235012980005 50 7.268681712154399
herbbin1 lemur-fcl-wrc-0.70,0.30,0 50 4.3512948242776 50 7.458467063906596
herbbin1 lemur-fcl-wrc-0.80,0.20,0 50 4.3512948242776 50 7.5340800237634005
herbbin1 lemur-fcl-wrc-0.90,0.10,0 50 4.35014117783 50 7.531833062172202
herbbin1 lemur-fcl-wrc-1.00,0.00,0 50 4.35014117783 50 7.676722664830598
