problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin2 familysc-ode-wrc-0.01,0.99,0 50 7.222384389357601 50 14.238963594435
herbbin2 familysc-ode-wrc-0.10,0.90,0 50 7.222384389357601 50 14.378561038974803
herbbin2 familysc-ode-wrc-0.20,0.80,0 50 7.222384389357601 50 14.289396276475202
herbbin2 familysc-ode-wrc-0.30,0.70,0 50 7.222384389357601 50 14.330314421655599
herbbin2 familysc-ode-wrc-0.40,0.60,0 50 7.222384389357601 50 14.4568745183898
herbbin2 familysc-ode-wrc-0.50,0.50,0 50 7.222384389357601 50 14.284837546346603
herbbin2 familysc-ode-wrc-0.60,0.40,0 50 7.222384389357601 50 14.391935362814204
herbbin2 familysc-ode-wrc-0.70,0.30,0 50 7.222384389357601 50 14.164441561698993
herbbin2 familysc-ode-wrc-0.80,0.20,0 50 7.222384389357601 50 14.317831749913005
herbbin2 familysc-ode-wrc-0.90,0.10,0 50 7.178561074545601 50 13.603837690349604
herbbin2 familysc-ode-wrc-1.00,0.00,0 50 5.1659529993642 50 18.3869885301592
