problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin1 family-ode-wrc-0.01,0.99,0 50 6.062279614467801 50 12.171243581771
herbbin1 family-ode-wrc-0.10,0.90,0 50 6.062279614467801 50 12.3067681551012
herbbin1 family-ode-wrc-0.20,0.80,0 50 6.062279614467801 50 12.351151027680599
herbbin1 family-ode-wrc-0.30,0.70,0 50 6.062279614467801 50 12.3287780189504
herbbin1 family-ode-wrc-0.40,0.60,0 50 6.062279614467801 50 12.376125254628597
herbbin1 family-ode-wrc-0.50,0.50,0 50 6.062279614467801 50 12.451294670095603
herbbin1 family-ode-wrc-0.60,0.40,0 50 6.062279614467801 50 12.228486571306998
herbbin1 family-ode-wrc-0.70,0.30,0 50 6.062279614467801 50 12.372518434523597
herbbin1 family-ode-wrc-0.80,0.20,0 50 6.062279614467801 50 12.288420000080796
herbbin1 family-ode-wrc-0.90,0.10,0 50 6.062279614467801 50 12.3423608207694
herbbin1 family-ode-wrc-1.00,0.00,0 50 4.35014117783 50 21.535475225451396
