problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin2 lemur-fcl-nrc-0.01,0.99,0 50 6.390760775380001 50 8.716169366838999
herbbin2 lemur-fcl-nrc-0.10,0.90,0 50 5.613827173589 50 8.9105423975008
herbbin2 lemur-fcl-nrc-0.20,0.80,0 50 5.319787829011601 50 9.2062292718852
herbbin2 lemur-fcl-nrc-0.30,0.70,0 50 5.223234957422601 50 9.034454545974603
herbbin2 lemur-fcl-nrc-0.40,0.60,0 50 5.1862259135464 50 9.5774548673628
herbbin2 lemur-fcl-nrc-0.50,0.50,0 50 5.176061670247 50 9.429591679572802
herbbin2 lemur-fcl-nrc-0.60,0.40,0 50 5.172664100865201 50 9.775331797595001
herbbin2 lemur-fcl-nrc-0.70,0.30,0 50 5.169982087700601 50 9.674683737754998
herbbin2 lemur-fcl-nrc-0.80,0.20,0 50 5.1699693058296 50 9.919270696640798
herbbin2 lemur-fcl-nrc-0.90,0.10,0 50 5.1666391067738004 50 10.126107726094999
herbbin2 lemur-fcl-nrc-1.00,0.00,0 50 5.1659529993642 50 10.016685934071399
