problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin1 familysc-fcl-wrc-0.01,0.99,0 50 5.937701076860401 50 12.2294428110118
herbbin1 familysc-fcl-wrc-0.10,0.90,0 50 5.937701076860401 50 12.119655456546997
herbbin1 familysc-fcl-wrc-0.20,0.80,0 50 5.937701076860401 50 12.197034416201998
herbbin1 familysc-fcl-wrc-0.30,0.70,0 50 5.937701076860401 50 12.113124179841599
herbbin1 familysc-fcl-wrc-0.40,0.60,0 50 5.937701076860401 50 12.128278875353999
herbbin1 familysc-fcl-wrc-0.50,0.50,0 50 5.937701076860401 50 12.034391736982798
herbbin1 familysc-fcl-wrc-0.60,0.40,0 50 5.937701076860401 50 12.086310310362196
herbbin1 familysc-fcl-wrc-0.70,0.30,0 50 5.937701076860401 50 12.110049023621398
herbbin1 familysc-fcl-wrc-0.80,0.20,0 50 5.937701076860401 50 12.217092881203799
herbbin1 familysc-fcl-wrc-0.90,0.10,0 50 5.937701076860401 50 12.026549715998401
herbbin1 familysc-fcl-wrc-1.00,0.00,0 50 4.35014117783 50 21.2973392105094
