lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 4.559376080476799 0.043092300116672255 10.0 bitstar-default-sc10.00
0.1 5.018127204919646 0.09185783161203273 4.0 bitstar-default-sc04.00
0.2 5.118727720410172 0.12935883438567541 2.5 bitstar-default-sc02.50
0.3 4.937018002654538 0.13504603693407174 1.6 bitstar-default-sc01.60
0.4 4.605152907193303 0.13693732880435447 1.0 bitstar-default-sc01.00
0.5 4.1460791966502315 0.130193071456587 0.63 bitstar-default-sc00.63
0.6 3.594507402284835 0.12580947020986044 0.4 bitstar-default-sc00.40
0.7 2.8305911948558617 0.09450602171183596 0.0 bitstar-default-sc00.00
0.8 2.1011846973019273 0.07671867023018769 0.0 bitstar-default-sc00.00
0.9 1.3717781997479943 0.06020363967911893 0.0 bitstar-default-sc00.00
1.0 0.6423717021940599 0.046341771070737975 0.0 bitstar-default-sc00.00
