lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 2.8129128000000008 0.10409769840819409 10.0 rrtconnect-default-sc10.00
0.1 2.7859195081865122 0.09638607789083425 1.6 rrtconnect-default-sc01.60
0.2 2.6772524963730246 0.09358635157205324 1.0 rrtconnect-default-sc01.00
0.3 2.5406112045595357 0.08210695632455955 1.0 rrtconnect-default-sc01.00
0.4 2.4039699127460477 0.0722462246225605 1.0 rrtconnect-default-sc01.00
0.5 2.2615632409325594 0.11818282126567461 0.63 rrtconnect-default-sc00.63
0.6 2.052075025119072 0.10215462375721399 0.63 rrtconnect-default-sc00.63
0.7 1.812084949305584 0.10663653653680485 0.4 rrtconnect-default-sc00.40
0.8 1.536097353492096 0.09249089346734414 0.4 rrtconnect-default-sc00.40
0.9 1.249673741678608 0.11151477770904857 0.16 rrtconnect-default-sc00.16
1.0 0.58412216186512 0.08048897529173668 0.0 rrtconnect-default-sc00.00
