lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 6.1881328799999995 0.09326190212338084 10.0 rrtconnect-default-sc10.00
0.1 5.995686532607265 0.09698108100967666 2.5 rrtconnect-default-sc02.50
0.2 5.613144825214528 0.10794970188516002 1.6 rrtconnect-default-sc01.60
0.3 5.223202597821792 0.10666135528933762 1.6 rrtconnect-default-sc01.60
0.4 4.8332603704290555 0.10743909555065043 1.6 rrtconnect-default-sc01.60
0.5 4.252791703036319 0.12240972353075903 1.0 rrtconnect-default-sc01.00
0.6 3.780954763643584 0.12307768511177394 1.0 rrtconnect-default-sc01.00
0.7 3.178214428250848 0.14827677828107727 0.63 rrtconnect-default-sc00.63
0.8 2.6266786208581117 0.14611729492254485 0.63 rrtconnect-default-sc00.63
0.9 1.9193750134653755 0.1683994500216173 0.25 rrtconnect-default-sc00.25
1.0 0.89360700607264 0.1478019410297593 0.0 rrtconnect-default-sc00.00
