lambda-u utility-finmean utility-stderrfinmean
0.0 4.601789149736 0.03639514221740032
0.1 4.55155572750678 0.034764677474617686
0.2 4.50132230527756 0.033875710362948966
0.3 4.45108888304834 0.033786820434386064
0.4 4.4008554608191215 0.0345041917356038
0.5 4.350622038589901 0.03597963020071209
0.6 4.300388616360681 0.03812522604816266
0.7 4.25015519413146 0.040835480441128995
0.8 4.199921771902241 0.04400618813624942
0.9 4.14968834967302 0.047545317913533315
1.0 4.099454927443799 0.051376788985939434
