lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 7.1548008509 0.16233804665544282 10.0 bitstar-default-sc10.00
0.1 7.581010859327281 0.14751646435746674 10.0 bitstar-default-sc10.00
0.2 7.7974806415131175 0.15087976776623685 6.3 bitstar-default-sc06.30
0.3 7.482963328559013 0.16963725523912043 2.5 bitstar-default-sc02.50
0.4 6.973525843789552 0.15080231243236034 2.5 bitstar-default-sc02.50
0.5 6.205662721112589 0.1512629023656241 0.0 bitstar-default-sc00.00
0.6 5.247910363924627 0.13387010516176162 0.0 bitstar-default-sc00.00
0.7 4.290158006736666 0.11742584528168415 0.0 bitstar-default-sc00.00
0.8 3.332405649548704 0.1023881725804452 0.0 bitstar-default-sc00.00
0.9 2.3746532923607417 0.0894691638988325 0.0 bitstar-default-sc00.00
1.0 1.4169009351727797 0.07970576737788415 0.0 bitstar-default-sc00.00
