lambda-u utility-finmean-conloop
0.0 5.5535274134232395
0.1 5.089587136923336
0.2 4.625753564872565
0.3 4.162063461460609
0.4 3.698572353670468
0.5 3.235367940967012
0.6 2.7725964852002796
0.7 2.310518762539021
0.8 1.8496390787478487
0.9 1.3910273689147556
1.0 0.9371295485269739
1.0 0.7813697304947862
0.9 1.1895811095375082
0.8 1.5930785991349186
0.7 1.994308114774252
0.6 2.394339591543497
0.5 2.793677335207268
0.4 3.1925821219343145
0.3 3.5912002135746817
0.2 3.989619309593226
0.1 4.387894936972962
0.0 4.786063859903557
