lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 8.847659746069402 0.4262362818651892 10.0 bitstar-default-sc10.00
0.1 12.75040656461608 0.8067292033126892 4.0 bitstar-default-sc04.00
0.2 16.22699102167892 1.4763290886607807 2.5 bitstar-default-sc02.50
0.3 19.587554449377098 2.189328092351262 1.6 bitstar-default-sc01.60
0.4 22.764649919193406 2.9084767967869984 1.0 bitstar-default-sc01.00
0.5 25.929999255868392 3.6324444249320833 0.63 bitstar-default-sc00.63
0.6 29.105348592543393 4.3585206876448845 0.4 bitstar-default-sc00.40
0.7 32.1156979292184 5.085802545387813 0.0 bitstar-default-sc00.00
0.8 35.3660472658934 5.813837574129015 0.0 bitstar-default-sc00.00
0.9 38.6163966025684 6.542374340227863 0.0 bitstar-default-sc00.00
1.0 41.86674593924341 7.271262032042721 0.0 bitstar-default-sc00.00
