lambda-u utility-finmean-conloop
0.0 5.442416565853386
0.1 5.003352048265517
0.2 4.564343128556061
0.3 4.125408331881596
0.4 3.686575249851153
0.5 3.247886682754472
0.6 2.809412323777525
0.7 2.371272414243687
0.8 1.933688851363328
0.9 1.4971012613371
1.0 1.0624218642150294
1.0 0.9869225895965309
0.9 1.4026467322599039
0.8 1.8164626820191185
0.7 2.229282658924204
0.6 2.641546289175814
0.5 3.053475469984307
0.4 3.4651904426730717
0.3 3.8767609004280748
0.2 4.288229643539053
0.1 4.699624263615037
0.0 5.1109632858126135
