lambda-u utility-finmean utility-stderrfinmean
0.0 5.726457760000001 0.45568964601598927
0.1 7.04012467378185 0.4835415334864382
0.2 8.353791587563705 0.5922042303200007
0.3 9.667458501345555 0.7472170774906324
0.4 10.981125415127412 0.9255781685306914
0.5 12.29479232890926 1.1161499029744462
0.6 13.608459242691113 1.313628691998371
0.7 14.922126156472968 1.5153165179773782
0.8 16.235793070254818 1.7197331285845117
0.9 17.549459984036666 1.9260098629366635
1.0 18.86312689781852 2.133607280028307
