lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 4.523515584245801 0.060978420479567426 10.0 bitstar-default-sc10.00
0.1 5.263799343010014 0.11937181318061404 4.0 bitstar-default-sc04.00
0.2 5.343941482703587 0.1525899890223851 2.5 bitstar-default-sc02.50
0.3 5.342186553972482 0.1904311721102388 1.6 bitstar-default-sc01.60
0.4 5.141381982055776 0.22481647625256854 1.0 bitstar-default-sc01.00
0.5 4.799790338242169 0.2165284717702193 0.63 bitstar-default-sc00.63
0.6 4.384599372828044 0.22131789339216162 0.4 bitstar-default-sc00.40
0.7 3.7777810924638975 0.22351473574331365 0.0 bitstar-default-sc00.00
0.8 3.280415993888313 0.22447819872344324 0.0 bitstar-default-sc00.00
0.9 2.783050895312726 0.22571611967243183 0.0 bitstar-default-sc00.00
1.0 2.28568579673714 0.22722401287710983 0.0 bitstar-default-sc00.00
