lambda-u utility-finmean utility-stderrfinmean
0.0 6.7143182145166005 0.20458007337654532
0.1 6.206161295885498 0.1942414858821801
0.2 5.698004377254396 0.18414956901747465
0.3 5.189847458623292 0.17434716291802999
0.4 4.681690539992191 0.16488590959342309
0.5 4.173533621361088 0.15582796175261635
0.6 3.665376702729988 0.14724776623819863
0.7 3.1572197840988863 0.13923367472326326
0.8 2.649062865467784 0.13188892375172268
0.9 2.140905946836682 0.12533124413517938
1.0 1.6327490282055797 0.11969007402953728
