lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 7.314058477954201 0.18455548008322162 10.0 bitstar-default-sc10.00
0.1 8.294452273870524 0.3604238898338699 4.0 bitstar-default-sc04.00
0.2 8.666285676714129 0.6735076821867207 0.63 bitstar-default-sc00.63
0.3 8.645120841570172 1.0206934157966225 0.0 bitstar-default-sc00.00
0.4 8.581300326677098 1.3811847834384008 0.0 bitstar-default-sc00.00
0.5 8.517479811784021 1.7434354174139168 0.0 bitstar-default-sc00.00
0.6 8.453659296890946 2.106537916849575 0.0 bitstar-default-sc00.00
0.7 8.389838781997868 2.4701166424476604 0.0 bitstar-default-sc00.00
0.8 8.326018267104791 2.833988311762967 0.0 bitstar-default-sc00.00
0.9 8.262197752211714 3.1980529337178845 0.0 bitstar-default-sc00.00
1.0 8.198377237318638 3.562251349112563 0.0 bitstar-default-sc00.00
