lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 6.567525 0.2351100204930236 10.0 rrtconnect-default-sc10.00
0.1 6.923670299101528 0.2339877651389767 2.5 rrtconnect-default-sc02.50
0.2 7.123888326203056 0.25686557517134434 1.6 rrtconnect-default-sc01.60
0.3 7.067675509304585 0.2768084804001501 1.6 rrtconnect-default-sc01.60
0.4 7.011462692406111 0.3174955591374699 1.6 rrtconnect-default-sc01.60
0.5 7.16471461550764 0.4002156877597535 1.0 rrtconnect-default-sc01.00
0.6 6.94660885060917 0.45234898961864234 1.0 rrtconnect-default-sc01.00
0.7 7.144816933710697 0.5209247101158503 0.63 rrtconnect-default-sc00.63
0.8 6.664606552812224 0.57865334188259 0.63 rrtconnect-default-sc00.63
0.9 6.176444799913752 0.6694400493955356 0.25 rrtconnect-default-sc00.25
1.0 5.074185791015281 0.7281301864759443 0.0 rrtconnect-default-sc00.00
