lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 9.445313355567196 0.40454894850610634 10.0 bitstar-default-sc10.00
0.1 12.171420497804416 0.6400008213758073 4.0 bitstar-default-sc04.00
0.2 14.353773295598275 1.05650831091144 2.5 bitstar-default-sc02.50
0.3 16.507517024525107 1.5140876777860748 1.6 bitstar-default-sc01.60
0.4 18.47566864068954 1.980745933124327 1.0 bitstar-default-sc01.00
0.5 20.596637780276584 2.474567819060049 0.63 bitstar-default-sc00.63
0.6 22.6562602269577 2.9446823521283054 0.4 bitstar-default-sc00.40
0.7 24.43714403151798 3.41353094131562 0.0 bitstar-default-sc00.00
0.8 26.412955466904044 3.886032118583737 0.0 bitstar-default-sc00.00
0.9 28.388766902290094 4.359083912052385 0.0 bitstar-default-sc00.00
1.0 30.364578337676168 4.832524626348805 0.0 bitstar-default-sc00.00
