lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 3.1138824867368013 0.0016756195590838638 10.0 bitstar-default-sc10.00
0.1 3.2321362902367343 0.0020226677538389406 4.0 bitstar-default-sc04.00
0.2 3.0514446301320275 0.0031734940377395548 2.5 bitstar-default-sc02.50
0.3 2.759166076437282 0.004909915913617354 1.6 bitstar-default-sc01.60
0.4 2.421190645845656 0.007256587020350336 1.0 bitstar-default-sc01.00
0.5 2.1105742465563697 0.015642390698209524 0.63 bitstar-default-sc00.63
0.6 1.8231686320284843 0.022610479778821236 0.4 bitstar-default-sc00.40
0.7 1.6273988817076777 0.03127604736608671 0.0 bitstar-default-sc00.00
0.8 1.1837394283838316 0.024247117367455075 0.0 bitstar-default-sc00.00
0.9 0.7400799750599858 0.017715452138586607 0.0 bitstar-default-sc00.00
1.0 0.2964205217361399 0.012487384448952244 0.0 bitstar-default-sc00.00
