lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 6.1180306548724 0.35065550708144727 10.0 bitstar-default-sc10.00
0.1 7.427686170834834 0.49610814426807315 10.0 bitstar-default-sc10.00
0.2 8.521237520571038 0.7315858344750864 6.3 bitstar-default-sc06.30
0.3 8.961191772122609 0.9794197485661903 1.0 bitstar-default-sc01.00
0.4 9.123994026232264 1.2810950645207164 0.0 bitstar-default-sc00.00
0.5 9.13909265760968 1.600589502356161 0.0 bitstar-default-sc00.00
0.6 9.154191288987096 1.9231976653846046 0.0 bitstar-default-sc00.00
0.7 9.169289920364513 2.2475791598080566 0.0 bitstar-default-sc00.00
0.8 9.18438855174193 2.5730633908710505 0.0 bitstar-default-sc00.00
0.9 9.199487183119343 2.899278989965059 0.0 bitstar-default-sc00.00
1.0 9.21458581449676 3.2260040955087828 0.0 bitstar-default-sc00.00
