lambda-u utility-finmean utility-stderrfinmean
0.0 10.994424507052399 0.24511229755879235
0.1 10.061672149864437 0.22580158223041358
0.2 9.128919792676477 0.20668709519734077
0.3 8.196167435488512 0.18782875382810552
0.4 7.263415078300552 0.16931216987644934
0.5 6.330662721112589 0.1512629023656241
0.6 5.397910363924629 0.13387010516176162
0.7 4.465158006736667 0.11742584528168415
0.8 3.5324056495487035 0.1023881725804452
0.9 2.599653292360742 0.0894691638988325
1.0 1.6669009351727795 0.07970576737788415
