lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 4.630268440000001 0.14988532750237296 10.0 rrtconnect-default-sc10.00
0.1 4.847917774067631 0.12590854733054746 4.0 rrtconnect-default-sc04.00
0.2 4.784993732135266 0.13524911452527558 2.5 rrtconnect-default-sc02.50
0.3 4.686345438202896 0.12446761625759126 2.5 rrtconnect-default-sc02.50
0.4 4.471981312270528 0.16582994093454145 1.6 rrtconnect-default-sc01.60
0.5 4.24261899033816 0.1623625325037427 1.6 rrtconnect-default-sc01.60
0.6 3.9362215004057917 0.22192843916643018 1.0 rrtconnect-default-sc01.00
0.7 3.576117970473425 0.21296321101777577 1.0 rrtconnect-default-sc01.00
0.8 3.0972933285410558 0.23079043608365862 0.63 rrtconnect-default-sc00.63
0.9 2.598704982608688 0.2597670502880029 0.4 rrtconnect-default-sc00.40
1.0 1.4958073806763201 0.263825281057413 0.0 rrtconnect-default-sc00.00
