lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 3.8932477560934 0.008612068649728861 10.0 bitstar-default-sc10.00
0.1 3.9473506730520977 0.00853178960696042 4.0 bitstar-default-sc04.00
0.2 3.7260839440586766 0.009472115822131234 2.5 bitstar-default-sc02.50
0.3 3.400099781768114 0.012582151196203888 1.6 bitstar-default-sc01.60
0.4 3.0383353133820328 0.01704904756197693 1.0 bitstar-default-sc01.00
0.5 2.7010442328940907 0.026072104451550986 0.63 bitstar-default-sc00.63
0.6 2.290279663734828 0.02044328147063313 0.4 bitstar-default-sc00.40
0.7 1.9510841370379655 0.03378959782720022 0.0 bitstar-default-sc00.00
0.8 1.406207070400704 0.024385155444920713 0.0 bitstar-default-sc00.00
0.9 0.8613300037634417 0.01531371941925745 0.0 bitstar-default-sc00.00
1.0 0.31645293712618 0.007833231163467774 0.0 bitstar-default-sc00.00
