lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 6.012518119999999 0.16494318041034278 10.0 rrtconnect-default-sc10.00
0.1 9.590241128680532 0.4743030552316691 4.0 rrtconnect-default-sc04.00
0.2 12.772016937361064 0.8360595517282299 4.0 rrtconnect-default-sc04.00
0.3 15.96507780804159 1.2411222908873358 2.5 rrtconnect-default-sc02.50
0.4 18.930955750722124 1.612095752275584 2.5 rrtconnect-default-sc02.50
0.5 21.896833693402645 1.986610798753081 2.5 rrtconnect-default-sc02.50
0.6 24.914740236083176 2.3639616078944403 1.6 rrtconnect-default-sc01.60
0.7 27.749802372763707 2.7596454627603113 1.0 rrtconnect-default-sc01.00
0.8 30.164497169444235 3.1470095131779003 0.0 rrtconnect-default-sc00.00
0.9 32.19536028812477 3.5106527786142774 0.0 rrtconnect-default-sc00.00
1.0 34.22622340680529 3.8762088290695265 0.0 rrtconnect-default-sc00.00
