lambda-u utility-finmean-conloop
0.0 4.924748380229203
0.1 5.0776911192688505
0.2 5.050777004857103
0.3 4.930187505629457
0.4 4.79521686453303
0.5 4.5581791356544725
0.6 4.368548634460785
0.7 3.9898755747519985
0.8 3.5452042775861896
0.9 3.1016475275225623
1.0 2.007146988125812
1.0 0.9821301458158677
0.9 2.0927391890249494
0.8 2.648500517567153
0.7 3.1622523470071773
0.6 3.5045295499042237
0.5 3.9264357513163683
0.4 4.148465573043643
0.3 4.4404854105530465
0.2 4.517238165931232
0.1 4.594026826125317
0.0 4.337196339770798
