planner-seedless planner-dur-total-numfin planner-dur-total-finmean planner-dur-roadmapgen-numfin planner-dur-roadmapgen-finmean planner-dur-search-numfin planner-dur-search-finmean planner-dur-eval-numfin planner-dur-eval-finmean
lemur-nchaltonoffdens10000,2.0-0.01,0.99,0 50 30.91812237684001 50 15.826652222920002 50 1.01079619264 50 13.841392256479999
lemur-nchaltonoffdens10000,2.0-0.10,0.90,0 50 33.235011122459994 50 16.930389820459997 50 1.3509603154799998 50 14.700313467420003
lemur-nchaltonoffdens10000,2.0-0.20,0.80,0 50 34.62210626104 50 17.236413969960005 50 2.0079837194999994 50 15.136896701139996
lemur-nchaltonoffdens10000,2.0-0.30,0.70,0 50 38.24676604444 50 17.4767857299 50 2.7545607490399995 50 17.763399004239997
lemur-nchaltonoffdens10000,2.0-0.40,0.60,0 50 40.32821490872001 50 18.225883164460008 50 3.3647389444400004 50 18.484014655
lemur-nchaltonoffdens10000,2.0-0.50,0.50,0 50 41.26407003542001 50 17.238927149 50 3.95333488946 50 19.811832880379995
lemur-nchaltonoffdens10000,2.0-0.60,0.40,0 50 43.21886786745999 50 17.596436716199996 50 4.4129928353 50 20.94070261846
lemur-nchaltonoffdens10000,2.0-0.70,0.30,0 50 44.36349146917998 50 17.618450893039995 50 4.825907538 50 21.650396686719997
lemur-nchaltonoffdens10000,2.0-0.80,0.20,0 50 45.80079638546002 50 17.18667244172 50 5.219453265520001 50 23.13125076166001
lemur-nchaltonoffdens10000,2.0-0.90,0.10,0 50 47.83509623894 50 17.79269703736 50 5.524736993740003 50 24.26523485176001
lemur-nchaltonoffdens10000,2.0-1.00,0.00,0 50 46.82234501236 50 16.6078995235 50 5.33052143646 50 24.624663404119996
