lambda-u utility-finmean-conloop
0.0 6.676972205165979
0.1 7.134048787047873
0.2 7.737078328661677
0.3 8.307408353283726
0.4 8.728731298261053
0.5 9.251606472872599
0.6 9.776212912377291
0.7 10.033761533754978
0.8 10.471331467073512
0.9 10.546277269801838
1.0 10.602938452633953
1.0 6.747292737093648
0.9 7.040394907669245
0.8 7.50204547878889
0.7 7.406803357655222
0.6 7.338561273465585
0.5 7.179454426259802
0.4 7.018616314160867
0.3 6.8125319711221515
0.2 6.640893675389447
0.1 6.445362607823211
0.0 6.205902243174418
