lambda-u utility-finmean utility-stderrfinmean
0.0 11.128124640000001 0.6012941029694331
0.1 10.191234643708562 0.5431627803265094
0.2 9.254344647417117 0.48558369494928766
0.3 8.317454651125678 0.4287793778524703
0.4 7.38056465483424 0.373103867769915
0.5 6.443674658542799 0.31914847425698134
0.6 5.50678466225136 0.2679543100952436
0.7 4.5698946659599216 0.22144477230010845
0.8 3.633004669668481 0.18322274220698095
0.9 2.6961146733770396 0.15936709367687799
1.0 1.7592246770856 0.15658760817687276
