lambda-u utility-finmean utility-stderrfinmean
0.0 10.045889148961203 0.379734328240791
0.1 9.439490022883465 0.3862979459360647
0.2 8.83309089680573 0.39833362658924026
0.3 8.226691770727989 0.4153659653322901
0.4 7.620292644650253 0.43681085642242173
0.5 7.013893518572519 0.4620543209060266
0.6 6.407494392494783 0.49051024321082703
0.7 5.8010952664170485 0.5216531740236374
0.8 5.194696140339312 0.5550309912883258
0.9 4.588297014261576 0.5902646869493747
1.0 3.981897888183841 0.6270414915105381
