lambda-u utility-finmean-conloop
0.0 7.0526045432445725
0.1 7.821558694668044
0.2 8.658013740523703
0.3 9.506806671070906
0.4 10.359616419582064
0.5 11.214204457689329
0.6 12.069730871950048
0.7 12.92581174945877
0.8 13.782247162365177
0.9 14.63892287602717
1.0 15.49576892513765
1.0 9.349457524831951
0.9 9.089473311396585
0.8 8.829318762512745
0.7 8.568923912873313
0.6 8.308174527836188
0.5 8.046870679551079
0.4 7.784628455112489
0.3 7.520607941077808
0.2 7.252570609079176
0.1 6.972195392388994
0.0 6.62431928126663
